TERYT;PROVINCE;NAME;REG_VOTERS;VOTES;VOTES_SPOIL;V_KO;V_LEWICA;V_POLEXIT;V_JEDN;V_PIS;V_WIOSNA;V_KORWIN;V_KUKIZ;V_GWIA
100401;Lodzkie;m. £êczyca;11530;4882;51;2226;126;;;1827;283;211;158;
100402;Lodzkie;gm. Daszyna;3251;1041;11;201;16;;;714;33;32;34;
100403;Lodzkie;gm. Góra Œwiêtej Ma³gorzaty;3593;1346;24;200;25;;;975;36;51;35;
100404;Lodzkie;gm. Grabów;4982;1725;12;313;43;;;1205;51;52;49;
100405;Lodzkie;gm. £êczyca;7817;2756;38;579;57;;;1796;91;93;102;
100406;Lodzkie;gm. Pi¹tek;4932;1887;14;389;25;;;1308;45;56;50;
100407;Lodzkie;gm. Œwinice Warckie;3238;1234;12;300;23;;;790;45;35;29;
100408;Lodzkie;gm. Witonia;2722;1017;21;201;17;;;652;38;45;43;
100501;Lodzkie;m. £owicz;23458;10923;108;4332;159;;;4854;535;421;514;
100502;Lodzkie;gm. Bielawy;4552;1723;25;387;26;;;1127;41;61;56;
100503;Lodzkie;gm. Ch¹œno;2428;1007;12;212;15;;;659;8;51;50;
100504;Lodzkie;gm. Domaniewice;3702;1563;15;311;19;;;1012;43;85;78;
100505;Lodzkie;gm. Kiernozia;2790;1115;20;211;16;;;768;14;41;45;
100506;Lodzkie;gm. Kocierzew Po³udniowy;3474;1517;15;218;18;;;1127;18;43;78;
100507;Lodzkie;gm. £owicz;6224;2680;15;613;45;;;1672;87;103;145;
100508;Lodzkie;gm. £yszkowice;5355;1982;31;377;32;;;1349;50;62;81;
100509;Lodzkie;gm. Nieborów;7604;3343;29;736;54;;;2089;137;126;172;
100510;Lodzkie;gm. Zduny;4684;1934;23;561;27;;;1106;50;75;92;
100602;Lodzkie;gm. Andrespol;11007;5893;38;2391;133;;;2450;360;258;263;
100603;Lodzkie;gm. Brójce;5231;2684;16;844;36;;;1478;108;100;102;
100607;Lodzkie;gm. Koluszki;18578;9169;60;3266;184;;;4383;481;427;368;
100608;Lodzkie;gm. Nowosolna;3950;2321;22;1204;41;;;732;158;89;75;
100610;Lodzkie;gm. Rzgów;7935;4280;24;1561;52;;;2060;212;222;149;
100611;Lodzkie;gm. Tuszyn;9990;4515;30;1570;102;;;2212;239;207;155;
100701;Lodzkie;gm. Bia³aczów;4744;1863;14;314;35;;;1334;53;69;44;
100702;Lodzkie;gm. Drzewica;8622;4129;44;636;82;;;2981;101;133;152;
100703;Lodzkie;gm. Mniszków;3833;1730;21;260;17;;;1314;33;45;40;
100704;Lodzkie;gm. Opoczno;27303;13004;120;3179;242;;;7858;451;545;609;
100705;Lodzkie;gm. Parady¿;3529;1955;21;142;21;;;1653;18;50;50;
100706;Lodzkie;gm. Poœwiêtne;2687;1343;16;184;15;;;1012;22;53;41;
100707;Lodzkie;gm. S³awno;6024;2726;26;352;46;;;2069;35;95;103;
100708;Lodzkie;gm. ¯arnów;5025;2219;19;355;39;;;1586;58;81;81;
100801;Lodzkie;m. Konstantynów £ódzki;14560;7211;49;3156;116;;;2723;477;338;352;
100802;Lodzkie;m. Pabianice;51786;25656;180;11260;504;;;9759;2078;1089;786;
100803;Lodzkie;gm. D³utów;3714;1609;10;484;24;;;883;93;66;49;
100804;Lodzkie;gm. Dobroñ;6100;3007;28;1040;54;;;1391;216;135;143;
100805;Lodzkie;gm. Ksawerów;6127;3185;28;1321;52;;;1263;224;164;133;
100806;Lodzkie;gm. Lutomiersk;6677;2995;15;1172;55;;;1277;193;142;141;
100807;Lodzkie;gm. Pabianice;5616;2909;23;1008;50;;;1386;181;128;133;
100901;Lodzkie;gm. Dzia³oszyn;10115;4291;44;1001;62;;;2395;173;172;444;
100902;Lodzkie;gm. Kie³czyg³ów;3411;1546;18;181;20;;;1186;42;44;55;
100903;Lodzkie;gm. Nowa BrzeŸnica;3819;1540;13;305;32;;;1027;55;47;61;
100904;Lodzkie;gm. Pajêczno;9521;3942;27;1022;61;;;2304;182;143;203;
100905;Lodzkie;gm. Rz¹œnia;3974;1846;18;249;30;;;1348;59;82;60;
100906;Lodzkie;gm. Siemkowice;3951;1594;24;271;28;;;1075;53;56;87;
100907;Lodzkie;gm. Strzelce Wielkie;3758;1493;13;210;17;;;1075;45;53;80;
100908;Lodzkie;gm. Sulmierzyce;3687;1693;25;276;31;;;1160;47;71;83;
101001;Lodzkie;gm. Aleksandrów;3751;1643;25;289;31;;;1158;39;51;50;
101002;Lodzkie;gm. Czarnocin;3277;1491;10;293;15;;;990;51;80;52;
101003;Lodzkie;gm. Gorzkowice;6892;2916;25;508;52;;;2049;78;110;94;
101004;Lodzkie;gm. Grabica;4789;1985;14;292;32;;;1473;46;66;62;
101005;Lodzkie;gm. £êki Szlacheckie;2905;1039;7;153;19;;;761;27;22;50;
101006;Lodzkie;gm. Moszczenica;10242;4527;40;853;71;;;2984;161;223;195;
101007;Lodzkie;gm. Rêczno;2983;1318;17;250;25;;;883;31;53;59;
101008;Lodzkie;gm. Rozprza;9607;3896;43;711;64;;;2700;98;119;161;
101009;Lodzkie;gm. Sulejów;13056;5903;50;1501;108;;;3543;242;226;233;
101010;Lodzkie;gm. Wola Krzysztoporska;9372;4142;42;566;47;;;3083;102;142;160;
101011;Lodzkie;gm. Wolbórz;6332;3084;20;708;65;;;1875;122;171;123;
101101;Lodzkie;gm. Dalików;3175;1315;12;360;21;;;785;49;40;48;
101102;Lodzkie;gm. Pêczniew;2890;1226;13;297;21;;;773;47;46;29;
101103;Lodzkie;gm. Poddêbice;12673;5273;69;1915;95;;;2584;252;192;166;
101104;Lodzkie;gm. Uniejów;5799;2550;25;656;48;;;1568;82;81;90;
101105;Lodzkie;gm. Wartkowice;5062;1620;16;305;55;;;1057;64;73;50;
101106;Lodzkie;gm. Zadzim;4184;1723;22;441;38;;;1043;56;55;68;
101201;Lodzkie;m. Radomsko;37288;15808;89;5927;262;;;7103;1379;529;519;
101202;Lodzkie;gm. Dobryszyce;3481;1396;14;381;24;;;771;73;70;63;
101203;Lodzkie;gm. Gidle;5136;1960;20;482;53;;;1151;84;85;85;
101204;Lodzkie;gm. Gomunice;4731;2079;30;498;37;;;1257;101;82;74;
101205;Lodzkie;gm. Kamieñsk;4773;2151;24;358;19;;;1516;73;85;76;
101206;Lodzkie;gm. Kobiele Wielkie;3558;1290;17;346;21;;;732;80;43;51;
101207;Lodzkie;gm. Kodr¹b;3780;1377;15;301;30;;;866;61;54;50;
101208;Lodzkie;gm. Lgota Wielka;3480;1426;18;263;28;;;970;55;50;42;
101209;Lodzkie;gm. £adzice;3898;1367;15;303;18;;;868;73;44;46;
101210;Lodzkie;gm. Mas³owice;3464;1367;15;251;34;;;922;55;33;57;
101211;Lodzkie;gm. Przedbórz;6008;2332;42;448;32;;;1414;64;83;249;
101212;Lodzkie;gm. Radomsko;4447;1777;9;427;25;;;1020;134;89;73;
101213;Lodzkie;gm. Wielgom³yny;3776;1398;24;197;26;;;1016;55;40;40;
101214;Lodzkie;gm. ¯ytno;4311;1709;23;272;43;;;1205;56;42;68;
101301;Lodzkie;m. Rawa Mazowiecka;13767;6569;47;2287;137;;;3264;289;295;250;
101302;Lodzkie;gm. Bia³a Rawska;9155;3454;40;694;73;;;2173;112;237;125;
101303;Lodzkie;gm. Ciel¹dz;3219;1228;19;142;20;;;925;21;62;39;
101304;Lodzkie;gm. Rawa Mazowiecka;6945;2763;28;509;56;;;1876;81;124;89;
101305;Lodzkie;gm. Regnów;1491;608;12;78;13;;;462;16;17;10;
101306;Lodzkie;gm. Sadkowice;4481;1722;23;204;32;;;1190;34;180;59;
101401;Lodzkie;m. Sieradz;34607;16608;148;6510;412;;;7124;1037;818;559;
101402;Lodzkie;gm. B³aszki;11762;4553;67;1062;66;;;2926;140;163;129;
101403;Lodzkie;gm. Br¹szewice;3554;1501;12;173;30;;;1118;28;70;70;
101404;Lodzkie;gm. BrzeŸnio;5066;2096;17;541;39;;;1277;74;78;70;
101405;Lodzkie;gm. Burzenin;4460;1725;35;355;31;;;1064;106;71;63;
101406;Lodzkie;gm. Goszczanów;4388;1482;12;244;27;;;1054;44;45;56;
101407;Lodzkie;gm. Klonowa;2316;926;8;162;6;;;673;32;20;25;
101408;Lodzkie;gm. Sieradz;8325;3596;34;795;58;;;2303;146;140;120;
101409;Lodzkie;gm. Warta;10274;4035;62;875;100;;;2553;159;153;133;
101410;Lodzkie;gm. Wróblew;4925;2037;26;359;35;;;1369;75;93;80;
101411;Lodzkie;gm. Z³oczew;5870;2326;27;457;40;;;1556;89;71;86;
101501;Lodzkie;gm. Bolimów;3183;1270;16;295;30;;;754;62;62;51;
101502;Lodzkie;gm. G³uchów;4678;2341;25;290;30;;;1820;36;70;70;
101503;Lodzkie;gm. Godzianów;2098;962;9;102;21;;;716;32;37;45;
101504;Lodzkie;gm. Kowiesy;2402;997;9;213;27;;;604;43;49;52;
101505;Lodzkie;gm. Lipce Reymontowskie;2664;1154;10;198;29;;;813;33;38;33;
101506;Lodzkie;gm. Maków;4856;1986;26;338;36;;;1325;62;99;100;
101507;Lodzkie;gm. Nowy Kawêczyn;2817;1188;20;253;28;;;753;38;56;40;
101508;Lodzkie;gm. Skierniewice;5851;2436;28;563;60;;;1526;86;87;86;
101509;Lodzkie;gm. S³upia;2051;902;10;119;11;;;675;30;33;24;
101601;Lodzkie;m. Tomaszów Mazowiecki;48920;22562;162;8759;456;;;10153;1320;848;864;
101602;Lodzkie;gm. Bêdków;2713;1219;10;254;23;;;807;31;56;38;
101603;Lodzkie;gm. Budziszewice;1716;767;13;167;22;;;475;25;39;26;
101604;Lodzkie;gm. Czerniewice;4115;1689;25;294;24;;;1195;43;43;65;
101605;Lodzkie;gm. Inow³ódz;3233;1481;19;417;36;;;828;65;67;49;
101606;Lodzkie;gm. Lubochnia;5575;2385;24;444;44;;;1638;44;103;88;
101607;Lodzkie;gm. Rokiciny;4930;2188;16;531;53;;;1323;111;75;79;
101608;Lodzkie;gm. Rzeczyca;3899;1547;28;234;32;;;1119;45;56;33;
101609;Lodzkie;gm. Tomaszów Mazowiecki;8731;3968;39;1054;81;;;2313;159;141;181;
101610;Lodzkie;gm. Ujazd;6206;2720;34;725;45;;;1593;106;95;122;
101611;Lodzkie;gm. ¯elechlinek;2687;1245;17;270;24;;;851;12;42;29;
101701;Lodzkie;gm. Bia³a;4453;1686;26;333;33;;;1123;64;39;68;
101702;Lodzkie;gm. Czarno¿y³y;3642;1565;15;370;30;;;992;62;38;58;
101703;Lodzkie;gm. Konopnica;3144;1366;24;358;29;;;807;51;52;45;
101704;Lodzkie;gm. Mokrsko;4345;1881;28;406;63;;;1163;67;72;82;
101705;Lodzkie;gm. Osjaków;3815;1721;22;310;39;;;1156;58;61;75;
101706;Lodzkie;gm. Ostrówek;3646;1437;21;313;32;;;937;57;46;31;
101707;Lodzkie;gm. P¹tnów;5263;2284;25;352;47;;;1634;90;54;82;
101708;Lodzkie;gm. Skomlin;2620;1110;13;292;23;;;643;51;46;42;
101709;Lodzkie;gm. Wieluñ;25671;11744;76;4461;231;;;5362;750;426;438;
101710;Lodzkie;gm. Wierzchlas;5457;2101;25;504;40;;;1285;104;58;85;
101801;Lodzkie;gm. Boles³awiec;3305;1276;14;294;16;;;749;73;75;55;
101802;Lodzkie;gm. Czastary;3176;1232;18;258;19;;;789;52;40;56;
101803;Lodzkie;gm. Galewice;4961;1785;21;360;42;;;1116;74;97;75;
101804;Lodzkie;gm. Lututów;3665;1478;26;319;25;;;935;65;44;64;
101805;Lodzkie;gm. £ubnice;3338;1242;21;321;19;;;757;41;40;43;
101806;Lodzkie;gm. Sokolniki;4007;1702;17;412;31;;;1027;57;81;77;
101807;Lodzkie;gm. Wieruszów;11490;5070;54;1696;82;;;2484;310;224;220;
101901;Lodzkie;m. Zduñska Wola;32965;15469;99;5805;242;;;7151;940;696;536;
101902;Lodzkie;gm. Szadek;5939;2403;21;654;41;;;1413;113;81;80;
101903;Lodzkie;gm. Zapolice;4155;1559;19;373;31;;;941;85;58;52;
101904;Lodzkie;gm. Zduñska Wola;9509;4090;41;1032;73;;;2410;207;166;161;
102001;Lodzkie;m. G³owno;11602;5172;41;2190;106;;;2153;312;168;202;
102002;Lodzkie;m. Ozorków;15293;6858;52;2564;141;;;3120;450;282;249;
102003;Lodzkie;m. Zgierz;44500;21649;150;9516;524;;;8417;1499;846;697;
102004;Lodzkie;gm. Aleksandrów £ódzki;24529;12485;88;6204;230;;;4263;766;486;448;
102005;Lodzkie;gm. G³owno;3927;1598;11;323;30;;;1072;38;55;69;
102006;Lodzkie;gm. Ozorków;5700;2730;28;778;40;;;1583;118;105;78;
102007;Lodzkie;gm. Parzêczew;4198;1946;16;680;32;;;955;108;90;65;
102008;Lodzkie;gm. Stryków;10155;4872;30;1899;73;;;2186;286;228;170;
102009;Lodzkie;gm. Zgierz;11484;6000;40;2426;110;;;2639;334;219;232;
102101;Lodzkie;m. Brzeziny;9986;4296;41;1440;100;;;2131;234;152;198;
102102;Lodzkie;gm. Brzeziny;4524;2071;17;566;40;;;1183;87;87;91;
102103;Lodzkie;gm. Dmosin;3689;1641;23;438;21;;;964;79;52;64;
102104;Lodzkie;gm. Je¿ów;2745;1197;16;249;26;;;792;32;46;36;
102105;Lodzkie;gm. Rogów;3776;1647;14;432;33;;;969;64;70;65;
106101;Lodzkie;m. £ódŸ;530752;282908;1381;151976;5775;;;85179;19212;11281;8104;
106201;Lodzkie;m. Piotrków Trybunalski;58353;27639;173;10586;588;;;12346;1572;1253;1121;
106301;Lodzkie;m. Skierniewice;37368;18450;162;7636;403;;;7546;1088;845;770;
120101;Malopolskie;m. Bochnia;23205;11590;56;3660;119;43;;5971;604;517;502;118
120102;Malopolskie;gm. Bochnia;15589;7168;81;1207;47;18;;4937;229;308;288;53
120103;Malopolskie;gm. Drwinia;5273;2616;35;281;11;7;;2034;58;76;107;7
120104;Malopolskie;gm. Lipnica Murowana;4417;2109;15;260;11;4;;1695;25;46;47;6
120105;Malopolskie;gm. £apanów;6349;2867;45;451;21;10;;2007;79;115;125;14
120106;Malopolskie;gm. Nowy Wiœnicz;11043;5559;74;766;29;21;;4142;135;187;178;27
120107;Malopolskie;gm. Rzezawa;8817;4157;31;537;27;9;;3076;107;184;162;24
120108;Malopolskie;gm. Trzciana;4321;2281;14;242;6;6;;1842;19;69;70;13
120109;Malopolskie;gm. ¯egocina;4188;2440;11;212;11;7;;2027;26;84;52;10
120201;Malopolskie;gm. Borzêcin;6778;2839;35;366;17;15;;2064;61;140;122;19
120202;Malopolskie;gm. Brzesko;28853;13261;103;3274;91;44;;7895;405;819;533;97
120203;Malopolskie;gm. Czchów;7695;3582;48;549;19;10;;2575;67;144;151;19
120204;Malopolskie;gm. Dêbno;11535;5459;55;850;32;23;;3819;149;258;229;44
120205;Malopolskie;gm. Gnojnik;6148;2933;43;259;14;8;;2334;50;119;90;16
120206;Malopolskie;gm. Iwkowa;4965;2597;23;257;8;7;;2124;27;87;59;5
120207;Malopolskie;gm. Szczurowa;7714;2995;34;411;19;19;;2169;79;122;132;10
120301;Malopolskie;gm. Alwernia;10186;4560;32;1237;46;21;;2533;256;185;217;33
120302;Malopolskie;gm. Babice;7402;3407;54;855;33;14;;1926;166;149;187;23
120303;Malopolskie;gm. Chrzanów;36972;17276;125;6738;262;80;;7087;1320;749;758;157
120304;Malopolskie;gm. Libi¹¿;17716;8451;82;2539;109;36;;4503;410;299;397;76
120305;Malopolskie;gm. Trzebinia;27083;12570;111;4304;152;68;;5670;928;560;659;118
120401;Malopolskie;gm. Boles³aw;2286;745;9;133;5;2;;534;7;27;27;1
120402;Malopolskie;gm. D¹browa Tarnowska;16795;7323;69;1331;46;21;;5166;141;301;202;46
120403;Malopolskie;gm. Grêboszów;2811;1085;10;193;8;4;;801;10;31;23;5
120404;Malopolskie;gm. Mêdrzechów;2876;1128;22;202;12;3;;766;19;45;55;4
120405;Malopolskie;gm. Olesno;6367;2621;27;276;19;5;;2045;43;114;84;8
120406;Malopolskie;gm. Radgoszcz;5929;2693;23;210;19;4;;2220;42;98;71;6
120407;Malopolskie;gm. Szczucin;10550;4172;63;585;29;11;;3019;91;136;217;21
120501;Malopolskie;m. Gorlice;22346;10316;84;3134;94;32;;5223;399;387;723;240
120502;Malopolskie;gm. Biecz;13644;5898;48;809;48;11;;4238;151;188;352;53
120503;Malopolskie;gm. Bobowa;7471;3511;35;355;9;6;;2831;53;94;114;14
120504;Malopolskie;gm. Gorlice;13816;6126;66;975;29;16;;4040;153;245;537;65
120505;Malopolskie;gm. Lipinki;5503;2433;22;294;22;8;;1763;34;74;203;13
120506;Malopolskie;gm. £u¿na;6644;2882;36;385;20;6;;2099;53;122;146;15
120507;Malopolskie;gm. Moszczenica;3870;1627;18;153;6;2;;1263;12;61;103;9
120508;Malopolskie;gm. Ropa;4155;1974;17;229;12;8;;1501;39;66;91;11
120509;Malopolskie;gm. Sêkowa;4081;1779;10;434;5;4;;1047;59;57;143;20
120510;Malopolskie;gm. Uœcie Gorlickie;5536;2183;23;591;22;12;;1205;121;92;88;29
120601;Malopolskie;gm. Czernichów;11445;5180;57;1211;39;13;;3128;244;225;228;35
120602;Malopolskie;gm. Igo³omia-Wawrzeñczyce;6205;2405;22;454;20;2;;1605;73;76;145;8
120603;Malopolskie;gm. Iwanowice;7214;3438;25;664;28;10;;2274;125;148;136;28
120604;Malopolskie;gm. Jerzmanowice-Przeginia;8840;4187;51;752;66;14;;2725;137;231;175;36
120605;Malopolskie;gm. Kocmyrzów-Luborzyca;12115;5685;54;1554;43;21;;3157;300;229;284;43
120606;Malopolskie;gm. Krzeszowice;25664;12452;100;3809;138;53;;6377;695;562;624;94
120607;Malopolskie;gm. Liszki;13281;6501;49;1421;36;18;;4105;261;310;270;31
120608;Malopolskie;gm. Micha³owice;8003;4242;25;1502;36;6;;2013;248;203;176;33
120609;Malopolskie;gm. Mogilany;10787;5787;41;1907;45;10;;2908;298;262;261;55
120610;Malopolskie;gm. Ska³a;8408;4158;46;961;31;15;;2534;190;205;144;32
120611;Malopolskie;gm. Skawina;33720;15924;135;4594;191;72;;8473;850;796;644;169
120612;Malopolskie;gm. S³omniki;10897;4841;41;909;35;23;;3140;200;221;240;32
120613;Malopolskie;gm. Su³oszowa;4663;2299;20;348;17;9;;1703;61;64;60;17
120614;Malopolskie;gm. Œwi¹tniki Górne;7955;3951;39;1090;20;12;;2218;168;202;170;32
120615;Malopolskie;gm. Wielka Wieœ;9613;5150;44;1781;49;15;;2457;296;250;196;62
120616;Malopolskie;gm. Zabierzów;20849;11764;86;4357;118;54;;5167;701;628;520;133
120617;Malopolskie;gm. Zielonki;16476;9226;51;3910;100;27;;3477;677;431;422;131
120701;Malopolskie;m. Limanowa;11867;6047;42;1353;46;15;;3819;152;289;290;41
120702;Malopolskie;m. Mszana Dolna;6202;2968;25;649;16;8;;1917;108;100;118;27
120703;Malopolskie;gm. Dobra;7751;3353;34;444;16;15;;2508;84;131;104;17
120704;Malopolskie;gm. Jod³ownik;6637;3016;60;321;23;6;;2349;43;93;107;14
120705;Malopolskie;gm. Kamienica;5997;2705;31;246;16;6;;2166;41;97;88;14
120706;Malopolskie;gm. Laskowa;6112;3538;37;210;17;6;;3036;21;112;85;14
120707;Malopolskie;gm. Limanowa;19250;9766;89;956;60;21;;7854;142;298;296;50
120708;Malopolskie;gm. £ukowica;7483;3638;45;326;17;8;;2920;54;110;145;13
120709;Malopolskie;gm. Mszana Dolna;13308;6346;63;549;29;10;;5209;108;179;168;31
120710;Malopolskie;gm. NiedŸwiedŸ;5537;2139;22;221;12;6;;1706;23;70;68;11
120711;Malopolskie;gm. S³opnice;4924;2475;22;174;5;4;;2054;22;111;75;8
120712;Malopolskie;gm. Tymbark;5039;2682;20;275;14;10;;2130;54;70;94;15
120801;Malopolskie;gm. Charsznica;6168;2566;22;502;26;13;;1697;87;107;106;6
120802;Malopolskie;gm. Go³cza;4971;2220;44;401;15;3;;1529;76;69;71;12
120803;Malopolskie;gm. Koz³ów;3886;1494;16;166;8;8;;1164;34;42;51;5
120804;Malopolskie;gm. Ksi¹¿ Wielki;4243;1886;19;328;15;9;;1335;54;47;68;11
120805;Malopolskie;gm. Miechów;15901;7034;64;1870;96;23;;3945;363;321;296;56
120806;Malopolskie;gm. Rac³awice;2090;792;7;132;4;0;;581;19;25;21;3
120807;Malopolskie;gm. S³aboszów;2935;1117;17;183;8;3;;800;32;34;35;5
120901;Malopolskie;gm. Dobczyce;11731;5733;50;1200;49;23;;3530;214;322;304;41
120902;Malopolskie;gm. Lubieñ;7699;3706;38;434;20;4;;2857;74;133;113;33
120903;Malopolskie;gm. Myœlenice;34230;17664;143;4287;147;50;;10619;685;796;791;146
120904;Malopolskie;gm. Pcim;8617;4534;67;565;28;11;;3390;103;151;180;39
120905;Malopolskie;gm. Raciechowice;5071;2154;22;335;22;7;;1528;69;72;88;11
120906;Malopolskie;gm. Siepraw;6901;3370;28;682;24;8;;2194;106;129;139;60
120907;Malopolskie;gm. Su³kowice;11491;5129;54;987;42;12;;3372;196;210;212;44
120908;Malopolskie;gm. Tokarnia;6730;3506;26;327;16;8;;2824;58;117;113;17
120909;Malopolskie;gm. Wiœniowa;5681;2955;22;287;9;12;;2303;66;116;128;12
121001;Malopolskie;m. Grybów;4797;2464;15;423;18;4;;1728;62;119;84;11
121002;Malopolskie;gm. Che³miec;21816;11034;75;1441;42;25;;8323;265;424;385;54
121003;Malopolskie;gm. Gródek nad Dunajcem;7163;3345;37;369;16;9;;2643;84;91;76;20
121004;Malopolskie;gm. Grybów;18911;10304;84;792;32;18;;8492;117;453;277;39
121005;Malopolskie;gm. Kamionka Wielka;7801;4176;38;416;18;6;;3279;76;167;152;24
121006;Malopolskie;gm. Korzenna;11135;5747;74;400;29;15;;4831;80;142;156;20
121007;Malopolskie;gm. Krynica-Zdrój;14650;7284;61;2182;85;42;;4062;248;248;304;52
121008;Malopolskie;gm. £abowa;4449;2101;26;209;12;7;;1657;37;73;62;18
121009;Malopolskie;gm. £¹cko;12414;6191;102;639;38;17;;4836;68;211;260;20
121010;Malopolskie;gm. £ososina Dolna;8275;4342;26;365;15;10;;3668;55;98;96;9
121011;Malopolskie;gm. Muszyna;9344;4413;64;937;43;34;;2816;175;158;150;36
121012;Malopolskie;gm. Nawojowa;6442;3167;35;338;13;7;;2502;88;67;90;27
121013;Malopolskie;gm. Piwniczna-Zdrój;8414;3791;24;596;11;17;;2813;63;126;130;11
121014;Malopolskie;gm. Podegrodzie;9825;4987;57;430;18;7;;4035;78;160;173;29
121015;Malopolskie;gm. Rytro;2965;1463;13;191;4;1;;1114;25;57;49;9
121016;Malopolskie;gm. Stary S¹cz;18419;9304;89;1474;53;28;;6740;208;343;317;52
121101;Malopolskie;m. Nowy Targ;26236;11645;98;3578;129;59;;5981;547;612;531;110
121102;Malopolskie;gm. Szczawnica;6025;2786;34;838;26;13;;1544;82;125;108;16
121103;Malopolskie;gm. Czarny Dunajec;17618;6121;66;634;21;27;;4823;69;250;212;19
121104;Malopolskie;gm. Czorsztyn;6024;2558;35;510;16;8;;1660;63;104;138;24
121105;Malopolskie;gm. Jab³onka;14216;6401;60;414;26;12;;5386;72;261;149;21
121106;Malopolskie;gm. Kroœcienko nad Dunajcem;5368;2421;19;515;18;8;;1574;68;99;103;17
121107;Malopolskie;gm. Lipnica Wielka;4535;2006;29;149;7;9;;1647;25;53;83;4
121108;Malopolskie;gm. £apsze Ni¿ne;7335;2817;41;359;35;13;;2093;53;97;107;19
121109;Malopolskie;gm. Nowy Targ;18657;7313;99;1108;54;43;;5297;148;246;284;34
121110;Malopolskie;gm. Ochotnica Dolna;6582;3170;40;293;17;7;;2583;48;95;75;12
121111;Malopolskie;gm. Raba Wy¿na;11338;4800;50;589;21;15;;3608;134;189;170;24
121112;Malopolskie;gm. Rabka-Zdrój;14249;6611;66;1426;63;26;;4209;233;270;278;40
121113;Malopolskie;gm. Spytkowice;3515;1481;14;153;4;3;;1158;26;43;75;5
121114;Malopolskie;gm. Szaflary;8537;3027;58;335;17;13;;2308;42;146;92;16
121201;Malopolskie;m. Bukowno;8273;3791;26;1299;187;20;;1643;237;152;193;34
121203;Malopolskie;gm. Boles³aw;6427;2623;28;761;217;8;;1176;176;120;111;26
121204;Malopolskie;gm. Klucze;12303;5780;56;1704;218;25;;2748;351;213;418;47
121205;Malopolskie;gm. Olkusz;38943;19078;154;5293;986;58;;9818;1021;801;804;143
121206;Malopolskie;gm. Trzyci¹¿;5686;2597;30;369;29;8;;1893;68;81;100;19
121207;Malopolskie;gm. Wolbrom;18552;8343;83;1702;241;25;;5158;324;367;355;88
121301;Malopolskie;m. Oœwiêcim;30443;15220;93;6354;198;91;;6356;857;586;560;125
121302;Malopolskie;gm. Brzeszcze;16955;8542;69;2724;117;23;;4505;384;264;370;86
121303;Malopolskie;gm. Che³mek;10288;4910;45;1577;60;29;;2475;263;171;248;42
121304;Malopolskie;gm. Kêty;26703;13368;148;4393;103;51;;6940;580;501;544;108
121305;Malopolskie;gm. Osiek;6501;3027;32;645;29;16;;1936;112;103;128;26
121306;Malopolskie;gm. Oœwiêcim;14799;7792;83;2546;73;29;;4006;364;296;323;72
121307;Malopolskie;gm. Polanka Wielka;3420;1626;18;399;12;7;;972;54;67;85;12
121308;Malopolskie;gm. Przeciszów;5455;2547;24;722;24;10;;1453;97;84;113;20
121309;Malopolskie;gm. Zator;7478;3561;54;873;26;18;;2083;189;139;149;30
121401;Malopolskie;gm. Koniusza;7026;2912;37;449;16;6;;1943;80;92;275;14
121402;Malopolskie;gm. Koszyce;4580;1694;16;317;6;3;;1100;40;46;162;4
121403;Malopolskie;gm. Nowe Brzesko;4657;2089;18;338;9;4;;1389;65;62;198;6
121404;Malopolskie;gm. Pa³ecznica;2869;1196;13;220;3;5;;821;19;33;80;2
121405;Malopolskie;gm. Proszowice;13295;5557;52;1054;41;20;;3220;157;160;834;19
121406;Malopolskie;gm. Radziemice;2762;1130;13;161;9;4;;791;17;37;96;2
121501;Malopolskie;m. Jordanów;4200;1956;23;471;14;4;;1130;99;118;90;7
121502;Malopolskie;m. Sucha Beskidzka;7608;3577;41;1273;30;14;;1707;145;173;163;31
121503;Malopolskie;gm. Budzów;6821;2820;41;342;12;9;;2078;82;125;108;23
121504;Malopolskie;gm. Bystra-Sidzina;5357;2227;24;287;15;8;;1671;49;70;88;15
121505;Malopolskie;gm. Jordanów;8622;3962;50;427;34;12;;3036;82;172;131;18
121506;Malopolskie;gm. Maków Podhalañski;12810;6127;58;1239;55;38;;3992;177;253;265;50
121507;Malopolskie;gm. Stryszawa;9635;4528;60;843;38;21;;3050;136;173;172;35
121508;Malopolskie;gm. Zawoja;7315;3181;37;645;10;14;;2169;89;106;94;17
121509;Malopolskie;gm. Zembrzyce;4559;2077;28;459;13;12;;1277;79;72;121;16
121601;Malopolskie;gm. Ciê¿kowice;8927;3690;45;661;28;10;;2620;79;91;134;22
121602;Malopolskie;gm. Gromnik;6922;3118;35;301;13;12;;2493;50;76;123;15
121603;Malopolskie;gm. Lisia Góra;11820;5457;62;789;35;10;;3951;143;233;206;28
121604;Malopolskie;gm. Pleœna;9507;4300;45;708;36;13;;2986;114;185;168;45
121605;Malopolskie;gm. Rad³ów;7822;3220;37;482;25;18;;2277;84;139;138;20
121606;Malopolskie;gm. Ryglice;9170;3958;52;487;21;11;;2956;80;187;151;13
121607;Malopolskie;gm. Rzepiennik Strzy¿ewski;5406;2594;20;237;10;9;;2082;31;68;127;10
121608;Malopolskie;gm. Skrzyszów;11186;5250;62;874;34;14;;3594;155;214;266;37
121609;Malopolskie;gm. Tarnów;20348;10061;93;2300;75;19;;6237;352;452;448;85
