TERYT;PROVINCE;NAME;REG_VOTERS;VOTES;VOTES_SPOIL;V_KO;V_LEWICA;V_POLEXIT;V_JEDN;V_PIS;V_WIOSNA;V_KORWIN;V_KUKIZ;V_GWIA
200404;Podlaskie;gm. Rajgród;4341;1354;17;383;16;;;770;50;66;52;
200405;Podlaskie;gm. Szczuczyn;4950;1777;29;401;28;;;1154;44;65;56;
200406;Podlaskie;gm. W¹sosz;2940;1108;16;164;9;;;840;20;41;18;
200501;Podlaskie;m. Hajnówka;17369;6221;60;3185;118;;;1855;451;289;263;
200502;Podlaskie;gm. Bia³owie¿a;1963;751;9;343;18;;;211;93;44;33;
200503;Podlaskie;gm. Czeremcha;2731;811;14;331;30;;;310;50;48;28;
200504;Podlaskie;gm. Czy¿e;1769;412;6;217;17;;;108;26;16;22;
200505;Podlaskie;gm. Dubicze Cerkiewne;1378;390;2;143;11;;;166;37;12;19;
200506;Podlaskie;gm. Hajnówka;3355;958;9;431;22;;;309;87;36;64;
200507;Podlaskie;gm. Kleszczele;2147;707;10;258;17;;;292;57;44;29;
200508;Podlaskie;gm. Narew;3031;792;16;346;19;;;313;66;18;14;
200509;Podlaskie;gm. Narewka;3173;832;8;396;19;;;265;75;40;29;
200601;Podlaskie;m. Kolno;8229;2960;22;767;33;;;1743;125;164;106;
200602;Podlaskie;gm. Grabowo;2861;946;8;128;5;;;716;26;42;21;
200603;Podlaskie;gm. Kolno;6843;2506;32;294;31;;;1919;68;108;54;
200604;Podlaskie;gm. Ma³y P³ock;3988;1319;17;149;15;;;1014;36;48;40;
200605;Podlaskie;gm. Stawiski;5025;1730;23;189;18;;;1348;40;64;48;
200606;Podlaskie;gm. Turoœl;4010;1433;14;207;13;;;1061;40;43;55;
200701;Podlaskie;gm. Jedwabne;4376;1697;11;143;14;;;1402;27;63;37;
200702;Podlaskie;gm. £om¿a;8936;3610;43;772;25;;;2382;94;183;111;
200703;Podlaskie;gm. Miastkowo;3350;1121;13;112;4;;;912;17;33;30;
200704;Podlaskie;gm. Nowogród;3246;1277;10;240;5;;;858;36;70;58;
200705;Podlaskie;gm. Pi¹tnica;8452;3048;32;517;26;;;2158;68;154;93;
200706;Podlaskie;gm. Przytu³y;1725;660;5;33;5;;;583;6;24;4;
200707;Podlaskie;gm. Œniadowo;4335;1743;14;188;10;;;1362;28;96;45;
200708;Podlaskie;gm. Wizna;3328;1276;14;152;10;;;992;16;58;34;
200709;Podlaskie;gm. Zbójna;3455;1106;10;178;16;;;801;24;41;36;
200801;Podlaskie;gm. Goni¹dz;4045;1487;9;337;19;;;978;48;53;43;
200802;Podlaskie;gm. Jasionówka;2330;903;5;182;6;;;622;20;36;32;
200803;Podlaskie;gm. Jaœwi³y;4177;1445;20;170;11;;;1121;28;43;52;
200804;Podlaskie;gm. Knyszyn;3967;1361;13;267;11;;;931;25;62;52;
200805;Podlaskie;gm. Krypno;3217;1103;12;231;6;;;757;26;55;16;
200806;Podlaskie;gm. Moñki;12141;4155;31;1187;47;;;2433;101;244;112;
200807;Podlaskie;gm. Trzcianne;3621;1148;19;115;13;;;919;21;42;19;
200901;Podlaskie;m. Sejny;4369;1603;5;686;17;;;700;73;65;57;
200902;Podlaskie;gm. Giby;2390;903;9;265;17;;;492;33;49;38;
200903;Podlaskie;gm. Krasnopol;3135;994;10;232;21;;;607;30;58;36;
200904;Podlaskie;gm. Puñsk;3494;976;15;508;15;;;326;48;36;28;
200905;Podlaskie;gm. Sejny;3348;1044;5;323;15;;;568;53;30;50;
201001;Podlaskie;m. Siemiatycze;11837;4596;41;1635;68;;;2233;234;235;150;
201002;Podlaskie;gm. Drohiczyn;5298;1945;12;364;22;;;1355;51;86;55;
201003;Podlaskie;gm. Dziadkowice;2320;886;18;136;4;;;650;14;34;30;
201004;Podlaskie;gm. Grodzisk;3449;1333;14;214;13;;;1003;18;41;30;
201005;Podlaskie;gm. Mielnik;2169;823;9;308;13;;;371;45;43;34;
201006;Podlaskie;gm. Milejczyce;1608;497;9;201;13;;;222;22;17;13;
201007;Podlaskie;gm. Nurzec-Stacja;3388;923;9;307;14;;;437;61;60;35;
201008;Podlaskie;gm. Perlejewo;2436;855;4;101;0;;;689;11;28;22;
201009;Podlaskie;gm. Siemiatycze;4984;1509;14;379;29;;;896;72;62;57;
201101;Podlaskie;gm. D¹browa Bia³ostocka;9639;3717;39;784;34;;;2429;109;197;125;
201102;Podlaskie;gm. Janów;3437;1125;12;230;7;;;760;24;54;38;
201103;Podlaskie;gm. Korycin;2651;919;4;155;11;;;622;19;62;46;
201104;Podlaskie;gm. Krynki;2627;953;13;317;11;;;490;35;50;37;
201105;Podlaskie;gm. KuŸnica;3268;1212;14;190;12;;;881;28;59;28;
201106;Podlaskie;gm. Nowy Dwór;2255;762;5;123;14;;;548;16;27;29;
201107;Podlaskie;gm. Sidra;2889;910;8;148;12;;;649;23;38;32;
201108;Podlaskie;gm. Sokó³ka;20524;7430;47;2196;79;;;4190;294;395;229;
201109;Podlaskie;gm. Suchowola;5718;2128;16;411;22;;;1488;44;90;57;
201110;Podlaskie;gm. Szudzia³owo;2482;811;8;202;12;;;496;29;34;30;
201201;Podlaskie;gm. Baka³arzewo;2523;848;4;217;16;;;495;37;32;47;
201202;Podlaskie;gm. Filipów;3548;1167;10;235;16;;;759;37;26;84;
201203;Podlaskie;gm. Jeleniewo;2550;973;10;197;17;;;605;35;49;60;
201204;Podlaskie;gm. Przeroœl;2421;849;15;137;7;;;572;15;48;55;
201205;Podlaskie;gm. Raczki;4731;1776;19;356;24;;;1163;51;80;83;
201206;Podlaskie;gm. Rutka-Tartak;1957;754;5;173;7;;;487;20;33;29;
201207;Podlaskie;gm. Suwa³ki;6188;2476;15;785;31;;;1307;93;114;131;
201208;Podlaskie;gm. Szypliszki;3262;1052;14;292;19;;;590;39;52;46;
201209;Podlaskie;gm. Wi¿ajny;1957;723;3;181;8;;;463;18;26;24;
201301;Podlaskie;m. Wysokie Mazowieckie;7446;3252;31;970;40;;;1807;98;198;108;
201302;Podlaskie;gm. Ciechanowiec;7323;2794;31;461;26;;;2024;66;100;86;
201303;Podlaskie;gm. Czy¿ew;5197;1976;24;269;19;;;1494;47;63;60;
201304;Podlaskie;gm. Klukowo;3585;1615;12;111;12;;;1389;20;50;21;
201305;Podlaskie;gm. Kobylin-Borzymy;2721;1226;5;54;8;;;1076;6;60;17;
201306;Podlaskie;gm. Kulesze Koœcielne;2511;1172;14;63;10;;;988;6;68;23;
201307;Podlaskie;gm. Nowe Piekuty;3185;1415;13;132;9;;;1168;16;46;31;
201308;Podlaskie;gm. Soko³y;4719;2007;14;177;15;;;1618;31;87;65;
201309;Podlaskie;gm. Szepietowo;5659;2382;28;418;17;;;1702;41;123;53;
201310;Podlaskie;gm. Wysokie Mazowieckie;4279;1695;12;233;17;;;1290;22;73;48;
201401;Podlaskie;m. Zambrów;17454;6639;46;1995;70;;;3707;188;377;256;
201402;Podlaskie;gm. Ko³aki Koœcielne;1937;944;9;79;6;;;767;3;50;30;
201403;Podlaskie;gm. Rutki;4649;1722;18;242;12;;;1301;39;71;39;
201404;Podlaskie;gm. Szumowo;3911;1554;17;237;20;;;1158;19;58;45;
201405;Podlaskie;gm. Zambrów;7841;2938;24;506;34;;;2069;55;146;104;
206101;Podlaskie;m. Bia³ystok;220702;109544;647;45508;1690;;;45501;5583;6779;3836;
206201;Podlaskie;m. £om¿a;48054;20064;120;6469;181;;;10851;774;1010;659;
206301;Podlaskie;m. Suwa³ki;53774;21705;150;8187;282;;;10134;1003;1047;902;
220101;Pomorskie;gm. Borzytuchom;2470;856;10;330;10;;;370;78;28;22;8
220102;Pomorskie;gm. Bytów;19074;8210;79;3676;67;;;3281;590;283;178;56
220103;Pomorskie;gm. Czarna D¹brówka;4554;1698;27;510;10;;;941;114;57;30;9
220104;Pomorskie;gm. Ko³czyg³owy;3399;1103;16;351;6;;;472;166;43;36;13
220105;Pomorskie;gm. Lipnica;4192;1750;30;393;14;;;1141;58;58;46;10
220106;Pomorskie;gm. Miastko;15308;5367;48;2399;37;;;2135;427;197;92;32
220107;Pomorskie;gm. Parchowo;2835;1340;20;408;10;;;741;64;52;25;20
220108;Pomorskie;gm. Studzienice;2861;1129;6;468;1;;;508;67;39;36;4
220109;Pomorskie;gm. Trzebielino;2884;943;8;355;10;;;403;116;16;28;7
220110;Pomorskie;gm. Tuchomie;3278;1140;8;398;8;;;572;78;36;32;8
220201;Pomorskie;m. Chojnice;30524;13804;117;6704;106;;;5120;778;540;314;125
220202;Pomorskie;gm. Brusy;10825;4849;51;1242;39;;;2985;170;197;121;44
220203;Pomorskie;gm. Chojnice;14305;5719;56;2301;43;;;2565;315;223;168;48
220204;Pomorskie;gm. Czersk;16485;6506;70;2010;44;;;3636;307;206;183;50
220205;Pomorskie;gm. Konarzyny;1765;640;5;217;12;;;302;40;29;28;7
220301;Pomorskie;m. Cz³uchów;10990;4861;49;2496;61;;;1551;369;179;121;35
220302;Pomorskie;gm. Czarne;8088;2659;41;1214;41;;;987;196;73;77;30
220303;Pomorskie;gm. Cz³uchów;8350;2551;54;834;32;;;1193;221;119;72;26
220304;Pomorskie;gm. Debrzno;7065;2302;37;968;34;;;952;160;71;58;22
220305;Pomorskie;gm. Kocza³a;2682;881;22;366;9;;;338;94;29;12;11
220306;Pomorskie;gm. Przechlewo;5000;1756;16;736;25;;;705;123;87;32;32
220307;Pomorskie;gm. Rzeczenica;2914;919;13;340;8;;;422;73;26;24;13
220401;Pomorskie;m. Pruszcz Gdañski;21939;11374;77;6587;127;;;3048;627;442;323;143
220402;Pomorskie;gm. Cedry Wielkie;5191;1762;25;794;8;;;707;107;62;46;13
220403;Pomorskie;gm. Kolbudy;13002;6563;39;3840;60;;;1713;347;301;192;71
220404;Pomorskie;gm. Pruszcz Gdañski;21434;10433;81;5904;102;;;2779;606;488;352;121
220405;Pomorskie;gm. Przywidz;4483;1773;16;856;19;;;676;95;52;51;8
220406;Pomorskie;gm. Pszczó³ki;7247;2998;24;1425;23;;;1026;181;165;113;41
220407;Pomorskie;gm. Suchy D¹b;3257;1009;21;476;11;;;356;52;33;47;13
220408;Pomorskie;gm. Tr¹bki Wielkie;8316;2951;42;1228;40;;;1184;147;130;150;30
220501;Pomorskie;gm. Chmielno;5762;2459;19;802;15;;;1374;68;66;92;23
220502;Pomorskie;gm. Kartuzy;24640;11988;101;5080;99;;;5384;479;409;341;95
220503;Pomorskie;gm. Przodkowo;6714;3049;34;1078;23;;;1510;149;131;94;30
220504;Pomorskie;gm. Sierakowice;13759;6950;65;1716;32;;;4530;157;191;199;60
220505;Pomorskie;gm. Somonino;7873;3169;37;1093;26;;;1651;98;118;126;20
220506;Pomorskie;gm. Stê¿yca;7690;3656;37;1219;21;;;2014;122;115;96;32
220507;Pomorskie;gm. Sulêczyno;4192;1895;21;606;19;;;1057;71;50;62;9
220508;Pomorskie;gm. ¯ukowo;28013;14165;100;7263;105;;;4727;720;636;472;142
220601;Pomorskie;m. Koœcierzyna;17965;8334;58;4078;79;;;3188;372;281;211;67
220602;Pomorskie;gm. Dziemiany;3375;1607;20;457;6;;;946;52;57;54;15
220603;Pomorskie;gm. Karsin;4896;2125;26;686;18;;;1140;96;68;68;23
220604;Pomorskie;gm. Koœcierzyna;11856;5259;49;1963;46;;;2618;205;173;166;39
220605;Pomorskie;gm. Liniewo;3591;1409;21;471;17;;;763;44;33;51;9
220606;Pomorskie;gm. Lipusz;2834;1391;12;391;11;;;787;61;58;53;18
220607;Pomorskie;gm. Nowa Karczma;5170;2030;25;690;7;;;1084;79;63;71;11
220608;Pomorskie;gm. Stara Kiszewa;5250;2092;18;671;16;;;1146;82;66;71;22
220701;Pomorskie;m. Kwidzyn;29170;12855;127;6715;162;;;4198;706;485;354;108
220702;Pomorskie;gm. Gardeja;6433;1676;31;514;25;;;910;81;62;43;10
220703;Pomorskie;gm. Kwidzyn;8604;3005;32;1177;34;;;1352;157;127;98;28
220704;Pomorskie;gm. Prabuty;10188;3351;37;1289;44;;;1537;184;132;100;28
220705;Pomorskie;gm. Ryjewo;4379;1335;15;572;16;;;518;70;49;76;19
220706;Pomorskie;gm. Sadlinki;4556;1485;17;437;17;;;800;78;65;54;17
220801;Pomorskie;m. Lêbork;26357;11926;102;6088;92;;;3848;959;478;288;71
220802;Pomorskie;m. £eba;3795;2146;7;1155;13;;;682;165;78;35;11
220803;Pomorskie;gm. Cewice;5318;2084;36;771;19;;;956;180;62;42;18
220804;Pomorskie;gm. Nowa Wieœ Lêborska;10255;3942;46;1685;33;;;1557;296;152;132;41
220805;Pomorskie;gm. Wicko;4566;1458;20;619;15;;;507;165;65;62;5
220901;Pomorskie;m. Malbork;30026;13120;99;7139;133;;;3935;782;493;399;140
220903;Pomorskie;gm. Lichnowy;3512;997;20;391;10;;;434;52;39;33;18
220904;Pomorskie;gm. Malbork;3714;1294;9;641;10;;;446;84;45;38;21
220906;Pomorskie;gm. Mi³oradz;2688;874;17;301;7;;;427;47;35;33;7
220907;Pomorskie;gm. Nowy Staw;5782;1739;24;726;20;;;727;92;81;55;14
220908;Pomorskie;gm. Stare Pole;3601;1273;16;606;22;;;472;66;39;43;9
221001;Pomorskie;m. Krynica Morska;2143;1481;4;803;12;;;541;55;37;22;7
221002;Pomorskie;gm. Nowy Dwór Gdañski;13736;5097;71;2603;60;;;1712;271;195;154;31
221003;Pomorskie;gm. Ostaszewo;2474;893;12;373;11;;;394;35;37;23;8
221004;Pomorskie;gm. Stegna;8157;3304;38;1654;31;;;1180;164;125;90;22
221005;Pomorskie;gm. Sztutowo;3002;1238;16;645;6;;;382;77;45;50;17
221101;Pomorskie;m. Hel;2890;1417;15;810;19;;;363;76;78;47;9
221102;Pomorskie;gm. Jastarnia;3939;2448;10;1231;17;;;967;82;79;44;18
221103;Pomorskie;m. Puck;8668;4055;38;2347;45;;;1152;234;86;106;47
221104;Pomorskie;gm. W³adys³awowo;12987;6799;51;3592;40;;;2181;369;261;168;137
221105;Pomorskie;gm. Kosakowo;11313;6233;46;3374;52;;;1611;518;325;216;91
221106;Pomorskie;gm. Krokowa;8406;3228;53;1252;17;;;1500;171;117;87;31
221107;Pomorskie;gm. Puck;19529;8036;102;3064;58;;;3744;383;351;246;88
221201;Pomorskie;m. Ustka;13144;6435;56;3312;65;;;2133;516;158;129;66
221202;Pomorskie;gm. Damnica;4633;1511;28;556;11;;;649;167;42;46;12
221203;Pomorskie;gm. Dêbnica Kaszubska;7379;2269;32;914;15;;;945;223;66;46;28
221204;Pomorskie;gm. G³ówczyce;6883;1994;25;732;18;;;850;242;63;44;20
221205;Pomorskie;gm. Kêpice;6983;2386;38;1017;20;;;864;251;88;76;32
221206;Pomorskie;gm. Kobylnica;9286;3544;32;1636;31;;;1201;380;108;122;34
221207;Pomorskie;gm. Potêgowo;5257;1554;27;572;20;;;663;171;45;43;13
221208;Pomorskie;gm. S³upsk;12943;5400;45;2520;64;;;1740;656;214;122;39
221209;Pomorskie;gm. Smo³dzino;2691;936;16;369;11;;;394;98;23;18;7
221210;Pomorskie;gm. Ustka;6653;2862;26;1166;30;;;1102;292;136;85;25
221301;Pomorskie;gm. Czarna Woda;2594;1116;14;396;7;;;593;40;26;31;9
221302;Pomorskie;m. Skórcz;2708;1139;11;434;4;;;570;43;36;27;14
221303;Pomorskie;m. Starogard Gdañski;36148;15929;130;6778;109;;;6980;757;523;452;200
221304;Pomorskie;gm. Bobowo;2343;850;23;195;5;;;504;42;37;33;11
221305;Pomorskie;gm. Kaliska;4197;1594;17;631;15;;;760;67;47;45;12
221306;Pomorskie;gm. Lubichowo;5082;1932;26;707;13;;;944;82;57;79;24
221307;Pomorskie;gm. Osieczna;2285;892;13;246;9;;;526;29;34;25;10
221308;Pomorskie;gm. Osiek;2060;892;13;325;10;;;435;35;24;39;11
221309;Pomorskie;gm. Skarszewy;10800;4135;42;1453;29;;;2148;166;158;113;26
221310;Pomorskie;gm. Skórcz;3499;1276;13;308;8;;;816;40;52;29;10
221311;Pomorskie;gm. Smêtowo Graniczne;4058;1423;21;417;12;;;773;60;69;48;23
221312;Pomorskie;gm. Starogard Gdañski;12174;5358;67;2084;53;;;2419;254;218;193;70
221313;Pomorskie;gm. Zblewo;8874;3318;43;1226;13;;;1668;122;129;92;25
221401;Pomorskie;m. Tczew;44488;20233;137;9613;187;;;7576;1086;920;491;223
221402;Pomorskie;gm. Gniew;11946;4031;60;1491;65;;;1871;218;145;121;60
221403;Pomorskie;gm. Morzeszczyn;2811;864;18;248;10;;;485;39;30;30;4
221404;Pomorskie;gm. Pelplin;12389;4173;52;1518;46;;;2072;173;165;96;51
221405;Pomorskie;gm. Subkowy;4149;1468;17;537;17;;;655;85;74;56;27
221406;Pomorskie;gm. Tczew;10822;4437;51;1970;37;;;1689;245;221;166;58
221501;Pomorskie;m. Reda;18561;9343;76;4865;91;;;2591;786;501;303;130
221502;Pomorskie;m. Rumia;36529;19637;124;10211;175;;;5769;1289;987;826;256
221503;Pomorskie;m. Wejherowo;36059;16754;122;8231;167;;;5872;1054;704;420;184
221504;Pomorskie;gm. Choczewo;4484;1598;26;740;12;;;586;115;61;39;19
221505;Pomorskie;gm. Gniewino;5475;1863;32;772;22;;;767;101;107;45;17
221506;Pomorskie;gm. Linia;4690;2004;26;471;11;;;1275;74;67;73;7
221507;Pomorskie;gm. Luzino;11463;4884;64;1506;44;;;2584;245;234;150;57
221508;Pomorskie;gm. £êczyce;8795;3370;47;1093;33;;;1703;201;160;105;28
221509;Pomorskie;gm. Szemud;12940;6108;80;2546;50;;;2561;331;269;200;71
221510;Pomorskie;gm. Wejherowo;18344;8168;76;3364;76;;;3363;550;390;267;82
221601;Pomorskie;gm. Dzierzgoñ;7471;2320;33;955;34;;;959;167;68;87;17
221602;Pomorskie;gm. Miko³ajki Pomorskie;2752;824;13;257;9;;;447;32;31;29;6
221603;Pomorskie;gm. Stary Dzierzgoñ;3213;840;18;328;9;;;401;48;13;15;8
221604;Pomorskie;gm. Stary Targ;4870;1249;18;422;17;;;631;56;39;53;13
221605;Pomorskie;gm. Sztum;15080;5659;54;2917;73;;;1837;328;214;170;66
226101;Pomorskie;m. Gdañsk;352188;197003;786;118309;1957;;;52049;9620;8025;4404;1853
226201;Pomorskie;m. Gdynia;185804;106607;509;60900;1174;;;27341;8254;4531;2606;1292
226301;Pomorskie;m. S³upsk;69638;33131;210;16101;294;;;10683;3668;1196;720;259
226401;Pomorskie;m. Sopot;28966;18258;58;11159;167;;;4535;1144;684;331;180
229801;Pomorskie;statki;116;106;2;50;2;;;28;7;14;3;0
240101;Slaskie;m. Bêdzin;43479;20460;169;9617;288;;;6795;1781;889;681;240
240102;Slaskie;m. CzeladŸ;25645;11995;93;5664;216;;;3858;1088;509;421;146
240103;Slaskie;m. Wojkowice;8186;3537;50;1502;65;;;1035;525;163;152;45
240104;Slaskie;gm. Bobrowniki;9775;4532;49;1967;49;;;1720;333;183;182;49
240105;Slaskie;gm. Mierzêcice;6169;2582;20;901;45;;;1147;183;126;124;36
240106;Slaskie;gm. Psary;9769;4581;35;2016;63;;;1631;410;225;153;48
240107;Slaskie;gm. Siewierz;10089;4519;47;1461;70;;;2238;259;221;165;58
240108;Slaskie;m. S³awków;5569;2662;29;940;27;;;1201;200;142;97;26
240201;Slaskie;m. Szczyrk;4756;2393;28;691;27;;;1332;104;109;84;18
240202;Slaskie;gm. Bestwina;9221;4446;28;1670;53;;;1980;248;220;211;36
240203;Slaskie;gm. Buczkowice;8704;4298;33;1332;52;;;2306;172;186;166;51
240204;Slaskie;gm. Czechowice-Dziedzice;34603;17184;112;6679;194;;;7470;996;829;705;199
240205;Slaskie;gm. Jasienica;18503;9374;78;3359;96;;;4475;460;399;407;100
240206;Slaskie;gm. Jaworze;5774;3223;26;1694;37;;;976;182;141;132;35
240207;Slaskie;gm. Kozy;10009;5102;47;1856;58;;;2331;277;226;238;69
240208;Slaskie;gm. Por¹bka;12348;5856;47;1618;63;;;3254;250;300;264;60
240209;Slaskie;gm. Wilamowice;13492;6727;69;1839;67;;;3774;276;307;305;90
240210;Slaskie;gm. Wilkowice;10756;5643;30;2360;53;;;2363;324;261;193;59
240301;Slaskie;m. Cieszyn;27079;13492;99;6953;174;;;4373;732;583;438;140
240302;Slaskie;m. Ustroñ;14974;7349;47;3803;85;;;2476;398;270;206;64
240303;Slaskie;m. Wis³a;9119;3750;29;2498;50;;;721;163;180;80;29
240304;Slaskie;gm. Brenna;8840;3972;21;1292;37;;;2026;221;187;149;39
240305;Slaskie;gm. Chybie;7515;3446;41;1010;38;;;1868;173;168;117;31
240306;Slaskie;gm. Dêbowiec;4508;1868;23;789;12;;;790;86;76;70;22
240307;Slaskie;gm. Goleszów;10435;4582;32;2548;49;;;1304;237;208;154;50
240308;Slaskie;gm. Ha¿lach;8283;3495;26;1300;53;;;1598;195;172;122;29
240309;Slaskie;gm. Istebna;9284;4408;30;837;30;;;3127;87;147;113;37
240310;Slaskie;gm. Skoczów;20953;9192;74;3515;104;;;4118;506;430;347;98
240311;Slaskie;gm. Strumieñ;10216;4716;44;1532;43;;;2461;220;188;188;40
240312;Slaskie;gm. Zebrzydowice;10192;4673;28;1572;55;;;2304;216;226;211;61
240401;Slaskie;gm. Blachownia;10568;4455;46;1790;60;;;1831;264;215;196;53
240402;Slaskie;gm. D¹browa Zielona;3367;1307;19;289;15;;;826;51;39;51;17
240403;Slaskie;gm. Janów;4969;2161;26;475;28;;;1377;96;73;73;13
240404;Slaskie;gm. Kamienica Polska;4518;1914;24;769;35;;;807;109;65;83;22
240405;Slaskie;gm. K³omnice;11164;4597;43;1185;54;;;2650;218;162;228;57
240406;Slaskie;gm. Koniecpol;7970;3233;39;719;41;;;2028;117;119;137;33
240407;Slaskie;gm. Konopiska;8698;3379;42;1230;47;;;1568;181;140;133;38
240408;Slaskie;gm. Kruszyna;3999;1528;13;366;10;;;921;60;64;78;16
240409;Slaskie;gm. Lelów;4077;1797;33;298;14;;;1234;57;68;73;20
240410;Slaskie;gm. Mstów;8790;3887;23;978;37;;;2308;148;142;214;37
240411;Slaskie;gm. Mykanów;11973;5478;51;1506;72;;;3182;161;211;234;61
240412;Slaskie;gm. Olsztyn;6567;2974;22;1061;29;;;1436;183;107;104;32
240413;Slaskie;gm. Poczesna;10279;4467;48;1670;48;;;2063;229;192;173;44
240414;Slaskie;gm. Przyrów;3106;1297;19;304;11;;;835;33;44;46;5
240415;Slaskie;gm. Rêdziny;7992;3382;33;1058;43;;;1762;164;134;146;42
240416;Slaskie;gm. Starcza;2289;969;17;345;6;;;486;38;32;41;4
240501;Slaskie;m. Knurów;28795;12831;103;4543;167;;;6008;718;583;570;139
240502;Slaskie;m. Pyskowice;13765;5575;62;2446;70;;;2070;366;298;202;61
240503;Slaskie;gm. Giera³towice;9293;4585;39;1616;41;;;2230;161;201;250;47
240504;Slaskie;gm. Pilchowice;9229;4007;47;1708;35;;;1720;187;136;121;53
240505;Slaskie;gm. Rudziniec;8580;3108;41;1199;35;;;1373;141;138;142;39
240506;Slaskie;gm. Soœnicowice;6867;2668;20;1299;23;;;971;119;116;98;22
240507;Slaskie;gm. Toszek;7834;2645;43;913;27;;;1265;131;136;86;44
240508;Slaskie;gm. Wielowieœ;4836;1423;14;459;13;;;756;48;63;49;21
240601;Slaskie;gm. K³obuck;16668;7382;79;2961;83;;;3215;339;355;296;54
240602;Slaskie;gm. Krzepice;7576;3162;29;955;30;;;1771;113;127;118;19
240603;Slaskie;gm. Lipie;5199;2236;28;692;19;;;1274;60;60;88;15
240604;Slaskie;gm. MiedŸno;6164;2654;42;533;28;;;1768;53;106;105;19
240605;Slaskie;gm. Opatów;5509;2122;35;777;21;;;1024;62;95;92;16
240606;Slaskie;gm. Panki;4093;1585;17;538;19;;;774;73;60;90;14
240607;Slaskie;gm. Popów;4969;1910;15;531;25;;;1068;85;73;104;9
240608;Slaskie;gm. Przystajñ;4824;1805;18;604;24;;;980;61;62;41;15
240609;Slaskie;gm. Wrêczyca Wielka;14428;5607;54;2005;57;;;2768;218;240;218;47
240701;Slaskie;m. Lubliniec;18550;8463;93;3475;99;;;3484;361;456;390;105
240702;Slaskie;gm. Boronów;2738;1075;15;284;13;;;606;50;37;61;9
240703;Slaskie;gm. Ciasna;6748;1788;23;633;14;;;901;63;58;80;16
240704;Slaskie;gm. Herby;5698;2380;22;856;25;;;1116;103;113;122;23
240705;Slaskie;gm. Kochanowice;5657;1999;24;527;15;;;1189;41;82;93;28
240706;Slaskie;gm. Koszêcin;9470;3916;46;1113;33;;;2269;136;144;131;44
240707;Slaskie;gm. Pawonków;5303;1658;26;473;8;;;941;37;74;68;31
240708;Slaskie;gm. WoŸniki;7751;3308;27;851;36;;;1995;78;138;148;35
240801;Slaskie;m. £aziska Górne;16726;7788;60;3003;81;;;3469;408;325;338;104
240802;Slaskie;m. Miko³ów;31708;16271;106;7465;158;;;6101;939;672;653;177
240803;Slaskie;m. Orzesze;16052;7729;84;2443;71;;;3932;343;446;319;91
240804;Slaskie;gm. Ornontowice;4619;2090;8;573;17;;;1177;110;85;100;20
240805;Slaskie;gm. Wyry;6193;3102;12;1157;32;;;1397;162;168;135;39
240901;Slaskie;m. Myszków;25334;10827;81;3588;141;;;5219;783;530;381;104
240902;Slaskie;gm. Kozieg³owy;11945;4963;61;1094;39;;;2995;226;221;279;48
240903;Slaskie;gm. Niegowa;4616;2098;20;263;11;;;1615;38;67;51;33
240904;Slaskie;gm. Poraj;8966;3971;26;1561;47;;;1793;238;141;138;27
240905;Slaskie;gm. ¯arki;6888;2925;20;795;29;;;1713;108;128;99;33
241001;Slaskie;gm. Gocza³kowice-Zdrój;5875;3047;24;1102;36;;;1460;170;109;114;32
241002;Slaskie;gm. Kobiór;3834;2080;12;626;16;;;1165;86;92;61;22
241003;Slaskie;gm. MiedŸna;12170;5906;49;1222;47;;;3874;183;258;227;46
241004;Slaskie;gm. Paw³owice;13638;6442;63;1476;59;;;3978;228;286;295;57
241005;Slaskie;gm. Pszczyna;39979;19920;144;6924;159;;;9838;958;884;826;187
241006;Slaskie;gm. Suszec;9217;4436;37;1073;32;;;2618;145;247;233;51
241101;Slaskie;m. Racibórz;42073;16541;123;6911;209;;;6849;1029;770;519;131
241102;Slaskie;gm. Kornowac;4029;1721;10;440;14;;;1016;55;100;68;18
241103;Slaskie;gm. Krzanowice;4619;1268;17;495;16;;;554;73;66;39;8
241104;Slaskie;gm. Krzy¿anowice;9011;2591;24;1064;16;;;1161;101;106;87;32
241105;Slaskie;gm. KuŸnia Raciborska;9241;2904;28;1196;24;;;1175;156;170;119;36
241106;Slaskie;gm. Nêdza;5798;1864;24;633;22;;;887;102;113;59;24
241107;Slaskie;gm. Pietrowice Wielkie;5493;1680;14;597;11;;;848;70;62;61;17
241108;Slaskie;gm. Rudnik;4125;1174;7;340;10;;;681;42;41;49;4
241201;Slaskie;gm. Czerwionka-Leszczyny;32150;13691;142;4037;152;;;7524;577;604;514;141
241202;Slaskie;gm. Gaszowice;7486;3204;39;1000;26;;;1630;187;142;150;30
241203;Slaskie;gm. Jejkowice;3164;1535;17;390;16;;;896;74;54;73;15
241204;Slaskie;gm. Lyski;7728;3406;44;1135;41;;;1680;180;131;143;52
241205;Slaskie;gm. Œwierklany;9396;4475;33;1001;33;;;2797;156;228;185;42
241301;Slaskie;m. Kalety;7092;2949;33;1016;27;;;1468;104;139;149;13
241302;Slaskie;m. Miasteczko Œl¹skie;5758;2389;14;701;14;;;1365;99;91;68;37
241303;Slaskie;m. Radzionków;13129;6231;44;2241;49;;;2969;306;311;232;79
241304;Slaskie;m. Tarnowskie Góry;48251;23560;166;10662;222;;;8923;1389;1046;849;303
